Dan Doh!!,Tokyo Kids,"Adventure,Sports,Shounen",4700,6.97,https://cdn.myanimelist.net/images/anime/3/15231.jpg
Legendz: Yomigaeru Ryuuou Densetsu,Gallop,"Action,Adventure,Comedy,Fantasy",3600,7.8,https://cdn.myanimelist.net/images/anime/1675/142110.jpg
Massugu ni Ikou. 2nd Season,Yumeta Company,"Comedy,Romance,Slice of Life,Pets,Josei",2600,6.81,https://cdn.myanimelist.net/images/anime/7/76160.jpg
Get Ride! AMDriver,Studio Deen,"Adventure,Sci-Fi,Mecha",2600,7.38,https://cdn.myanimelist.net/images/anime/12/21726.jpg
Panda-Z: The Robonimation,"Bee Train,Synergy Japan","Action,Comedy,Sci-Fi,Mecha,Parody,Kids",2500,6.11,https://cdn.myanimelist.net/images/anime/1/2428.jpg
The Marshmallow Times,Unknown,Slice of Life,1600,7.68,https://cdn.myanimelist.net/images/anime/13/62589.jpg
Jagainu-kun,Unknown,"Adventure,Fantasy,Slice of Life,Anthropomorphic,Kids",1600,6.43,https://cdn.myanimelist.net/images/anime/1223/137617.jpg
Zettai Zetsumei Dangerous Jiisan (2004),Studio Hibari,"Comedy,Kids",677,5.82,https://cdn.myanimelist.net/images/anime/9/30499.jpg
Sore Ike! Zukkoke Sannin-gumi,Nippon Animation,"Comedy,School,Kids",410,0.0,https://cdn.myanimelist.net/images/anime/3/32083.jpg
Aqua Kids,Unknown,"Adventure,Kids",391,0.0,https://cdn.myanimelist.net/images/anime/4/82405.jpg
Genki Genki Non-tan (2004),Polygon Pictures,"Music,Kids",322,0.0,https://cdn.myanimelist.net/images/anime/8/65133.jpg
Pants Pankurou,Unknown,"Comedy,Slice of Life,Kids",304,0.0,https://cdn.myanimelist.net/images/anime/5/30215.jpg
Morizo to Kikkoro,Unknown,Kids,299,0.0,https://cdn.myanimelist.net/images/anime/13/35333.jpg
Notteke Explet's,Unknown,Kids,256,0.0,https://cdn.myanimelist.net/images/anime/5/71508.jpg
Allegseuui Moheom,Unknown,"Fantasy,Kids",174,0.0,https://cdn.myanimelist.net/images/anime/1908/115320.jpg
